pl_name,pl_bmassj,pl_eqt,pl_imppar,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_projobliq,pl_radj,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ra,dec,sy_hmag,sy_jmag,sy_kmag,sy_vmag,st_logg,st_mass,st_met,st_rad,st_radv,st_teff,st_vsin
"GJ 436 b",0.07000,6.86000000000e+02,0.7360,0.138270,86.440,351.0000,2.64388312,0.00000057,-0.00000057,0.029100,72.00,0.372,0.681900,1.0053600,2454510.801620,0.000070,-0.000070,175.5505363,26.7030669,6.3190000,6.9000000,6.0730000,10.6700000,4.79,0.47,0.099,0.46,9.60,3586.11,0.3300
"GJ 9827 c",0.00264,7.21900000000e+02,0.4428,0.000000,88.190,,3.64809570,0.00006330,-0.00006210,0.039250,,0.111,0.036100,1.8249600,2457742.199300,0.000720,-0.000730,351.7717763,-1.2853435,7.3790000,7.9840000,7.1930000,10.3700000,4.66,0.61,-0.260,0.60,31.95,4340.00,2.0000
"HAT-P-13 c",14.28000,3.40000000000e+02,,0.661600,,175.2900,446.27000000,0.22000000,-0.22000000,1.258000,,1.100,,,,,,129.8823772,47.3519076,9.0580000,9.3280000,8.9750000,10.4210000,4.13,1.32,0.460,1.76,14.69,5653.00,1.6600
"HAT-P-14 b",3.44000,1.62400000000e+03,0.9072,0.110000,83.500,106.1000,4.62767000,0.00000500,-0.00000500,0.059600,189.10,1.420,0.650000,2.1888000,2455421.354840,0.000220,-0.000220,260.1161719,38.2421682,8.9270000,9.0940000,8.8510000,9.9880000,4.25,2.65,0.110,1.82,-20.81,6600.00,8.1800
"HAT-P-37 b",1.16900,1.27100000000e+03,0.5050,0.058000,86.900,164.0000,2.79743600,0.00000700,-0.00000700,0.037900,,1.178,1.899000,2.3304000,2455642.143180,0.000290,-0.000290,284.2960393,51.2691212,11.7140000,12.0920000,11.6670000,13.4270000,4.51,0.93,0.030,0.88,-20.53,5500.00,3.0700
"CoRoT-30 b",2.90000,,0.0000,0.007000,90.000,178.1000,9.06005000,0.00024000,-0.00024000,0.084400,,1.009,,,2455665.514600,0.001200,-0.001200,277.6011767,6.8359338,13.5510000,14.0190000,13.5620000,15.5710000,4.40,0.98,0.020,0.91,-34.93,5650.00,4.3000
"HAT-P-40 b",0.48000,1.77000000000e+03,0.1740,0.000000,88.300,,4.45724000,0.00001000,-0.00001000,0.060800,,1.520,0.650000,6.1368000,2456414.900900,0.000500,-0.000500,335.5129199,45.4573423,10.0850000,10.3670000,10.0090000,11.3400000,3.93,1.03,0.220,1.94,-25.00,6080.00,6.9000
"HAT-P-51 b",0.30900,1.19200000000e+03,0.2770,0.123000,88.480,,4.21802780,0.00000590,-0.00000590,0.050690,,1.293,,3.3672000,2456194.122040,0.000400,-0.000400,21.0651251,32.8107000,11.6450000,12.0390000,11.6140000,13.5100000,4.39,0.98,0.270,1.04,-27.56,5449.00,1.7000
"OGLE-2018-BLG-0383L b",0.02014,,,,,,,,,1.800000,,0.215,,,,,,268.6807500,-28.7392778,,,,,,0.10,,,,,
"LTT 1445 A c",0.00485,5.08000000000e+02,0.9370,0.223000,87.430,,3.12390350,0.00000340,-0.00000360,0.026610,,0.102,0.157000,0.4820000,2458412.581590,0.000590,-0.000570,45.4624781,-16.5944956,6.7740000,7.2940000,6.4960000,10.5900000,4.95,0.26,-0.340,0.27,-5.43,3340.00,3.4000
"KMT-2021-BLG-0322L b",6.40000,,,,,,,,,,,1.130,,,,,,270.9116667,-29.6043889,,,,,,0.62,,,,,
"OGLE-2018-BLG-0532L b",0.01960,,,,,,,,,1.064000,,0.212,,,,,,269.9834167,-28.9977500,,,,,,0.20,,,,,
"b Cen AB b",10.90000,,,0.400000,143.000,,1790000.00000000,830000.00000000,-830000.00000000,556.000000,,1.110,,,,,,220.4897992,-37.7936323,4.6280000,4.6370000,4.4870000,4.0100000,,5.50,,,,,
"HATS-12 b",2.39000,1.44600000000e+03,0.4300,0.085000,82.270,,3.14270200,0.00005300,-0.00005300,0.044100,,0.692,0.429100,4.5237600,2457311.238760,0.000680,-0.000680,289.2024020,-19.3559227,11.5070000,11.7250000,11.3910000,12.8310000,4.36,1.16,-0.100,1.17,-21.66,6357.00,6.5700
"HATS-49 b",0.35300,8.34800000000e+02,0.4200,0.071000,88.270,,4.14804670,0.00000370,-0.00000370,0.045150,,0.765,,2.3460000,2457105.164800,0.000540,-0.000540,6.6135927,-56.3442798,12.1050000,12.6920000,11.9380000,14.9880000,4.60,0.71,0.208,0.70,8.10,4405.00,0.5000
"HATS-54 b",0.76000,1.62500000000e+03,0.7400,0.126000,83.080,,2.54418280,0.00000430,-0.00000430,0.037630,,1.067,,2.5008000,2457780.011020,0.000890,-0.000890,200.6348641,-44.6888393,12.2730000,12.6110000,12.1700000,13.9370000,4.24,1.10,0.396,1.32,46.13,5702.00,3.8300
"HD 10180 d",0.03697,,,0.131000,90.000,325.0000,16.35700000,0.00380000,-0.00380000,0.128590,,0.308,,,,,,24.4731133,-60.5114881,5.9340000,6.2460000,5.8680000,7.3300000,4.39,1.06,0.080,1.11,35.53,5911.00,3.0000
"HD 102272 b",4.94000,,,0.050000,,118.0000,127.58000000,0.30000000,-0.30000000,0.510000,,1.150,,,,,,176.5980316,14.1240201,6.4020000,6.8950000,6.2590000,8.6900000,2.58,1.45,-0.410,10.30,-11.40,4790.00,3.0000
"HD 42618 b",0.04531,3.37000000000e+02,,0.190000,,101.0000,149.61000000,0.37000000,-0.34000000,0.554000,,0.347,,,2455170.600000,3.200000,-3.400000,93.0032173,6.7819742,5.3850000,5.7010000,5.3010000,6.8700000,4.44,1.01,-0.090,1.00,-53.70,5727.00,2.0000
"OGLE-2018-BLG-0962L b",1.34000,,,,,,,,,3.590000,,1.220,,,,,,268.1747917,-32.3092500,,,,,,0.54,,,,,
"HD 110014 b",11.09000,,,0.462000,,290.6000,835.47700000,6.04000000,-6.04000000,2.140000,,1.110,,,,,,189.8111935,-7.9956702,2.1720000,2.6740000,2.0110000,4.6459700,2.10,2.17,0.190,20.90,-18.62,4445.00,2.0000
"HD 131496 b",1.80000,,,0.181000,,58.0000,896.00000000,16.00000000,-16.00000000,2.010000,,1.200,,,,,,223.3461495,18.2352618,5.5460000,6.0320000,5.4370000,7.8000000,3.18,1.34,0.250,4.44,1.36,4846.00,0.4800
"BD-17 63 b",5.10000,,,0.540000,,112.2000,655.60000000,0.60000000,-0.60000000,1.340000,,1.150,,,,,,7.1413494,-16.2273254,7.0270000,7.5740000,6.9140000,9.6200000,4.26,0.74,-0.030,0.69,3.40,4714.00,1.5000
"CoRoT-13 b",1.30800,1.70000000000e+03,0.3740,0.000000,88.020,,4.03519000,0.00003000,-0.00003000,0.051000,,0.885,,3.1400000,2454790.809100,0.000600,-0.000600,102.7211432,-5.0864557,13.4060000,13.7100000,13.3760000,15.0050000,4.46,1.09,0.010,1.01,22.45,5945.00,4.0000
"EPIC 201754305 d",0.00340,,0.2100,,,,2.71578000,0.00031000,-0.00031000,,,0.092,,,2456850.496300,0.002900,-0.002900,175.0972238,4.5574311,12.2070000,12.7640000,12.0870000,14.6680000,4.63,0.67,-0.330,0.54,,4761.00,2.0000
"EPIC 201841433 b",0.00352,,0.2100,,89.001,,4.16980000,0.00010000,-0.00010000,0.035000,,0.093,0.044700,2.4000000,2456811.635900,0.001100,-0.001200,175.2067520,6.1348146,12.4900000,13.0600000,12.4540000,14.9830000,4.59,0.80,0.000,0.63,,5053.00,
"HD 7449 b",0.50800,,,0.920000,,69.9000,1255.50000000,5.10000000,-5.10000000,2.380000,,1.270,,,,,,18.6214650,-5.0479716,6.1790000,6.4250000,6.0840000,7.5000000,4.51,1.05,-0.105,0.97,-19.85,6024.00,3.0000
"HD 37605 b",2.69000,,,0.674500,,220.7800,55.01292000,0.00062000,-0.00062000,0.277000,,1.180,,,,,,85.0074276,6.0595116,6.9160000,7.2660000,6.8150000,8.6700000,4.51,0.94,0.270,0.91,-21.81,5329.00,1.0000
"HD 40307 d",0.02990,5.41000000000e+02,,0.070000,,17.2000,20.43200000,0.02200000,-0.02400000,0.132100,,0.272,,,,,,88.5172191,-60.0237289,4.9680000,5.4120000,4.7930000,7.1700000,4.47,0.77,-0.310,0.72,31.33,4956.00,1.0000
"HD 75289 b",0.49000,1.26000000000e+03,,0.030000,,50.1600,3.50927000,0.00006400,-0.00006400,0.050000,,1.270,,,,,,131.9181715,-41.7377748,5.1870000,5.3460000,5.0120000,6.3500000,4.37,1.29,0.260,1.23,8.90,6117.00,4.3700
"HD 73526 c",2.25000,,,0.280000,,272.0000,379.10000000,0.50000000,-0.50000000,1.030000,,1.190,,,,,,129.3183310,-41.3184231,7.4700000,7.7080000,7.3020000,8.9900000,4.20,1.01,0.232,1.53,26.38,5633.00,1.6900
"HD 46375 b",0.22600,,,0.063000,,114.0000,3.02357300,0.00006500,-0.00006500,0.039800,,0.894,,,2452571.044000,0.027000,-0.027000,98.3030763,5.4625071,6.0720000,6.4520000,6.0000000,7.9100000,4.53,0.92,0.240,0.91,-1.07,5285.00,0.8600
"HD 7924 c",0.02473,5.83600000000e+02,,0.098000,,27.0000,15.29900000,0.00320000,-0.00330000,0.113400,,0.243,,,2455203.730000,0.340000,-0.360000,20.4956562,76.7101475,5.2310000,5.6180000,5.1590000,7.1789600,4.59,0.83,-0.150,0.78,-22.70,5075.00,1.3500
"G 264-012 c",0.01180,3.87000000000e+02,,,,,8.05180000,0.00340000,-0.00340000,0.052500,,0.157,,,,,,326.6719598,66.8038480,8.2580000,8.8370000,7.9860000,13.0780000,4.85,0.30,0.100,0.30,,3326.00,2.0000
"HD 23127 b",1.52700,,,0.406000,,181.8290,1211.17000000,11.11000000,-8.91000000,2.370000,,1.210,,,,,,54.8491271,-60.0772290,7.1820000,7.4230000,7.0870000,8.5800000,4.15,1.21,0.290,1.49,19.17,5843.00,3.3000
"HD 233832 b",1.78000,,,0.359000,,283.9030,2058.00000000,47.00000000,-40.00000000,2.827000,,1.200,,,,,,171.5196515,50.3763099,8.0420000,8.5440000,8.0130000,10.1500000,4.49,0.71,-0.660,0.68,-65.61,4981.00,0.8000
"HD 238090 b",0.02168,4.69600000000e+02,,0.300000,,119.3000,13.67100000,0.01100000,-0.01000000,0.093200,,0.225,,,,,,183.0886375,54.4861530,6.2450000,6.8750000,6.0590000,9.7100000,4.70,0.58,-0.030,0.57,-17.67,3933.00,2.0000
"HD 160691 b",1.67600,,,0.128000,,22.0000,643.25000000,0.90000000,-0.90000000,1.497000,,1.200,,,,,,266.0361585,-51.8348751,3.7240000,4.1580000,3.6830000,5.1200000,4.37,1.08,0.302,1.38,-9.29,5807.00,4.0700
"HD 30856 b",1.54700,,,0.061000,,171.0000,847.00000000,20.00000000,-20.00000000,1.850000,,1.210,,,,,,72.5745099,-24.3689282,5.7980000,6.2550000,5.6570000,7.9100000,3.20,1.17,-0.060,4.40,35.71,4895.00,2.8500
"HD 212301 b",0.51000,,,0.000000,,,2.24571000,0.00028000,-0.00028000,0.030000,,1.270,,,,,,336.8803957,-77.7183219,6.5220000,6.7650000,6.4660000,7.7600000,4.50,1.55,0.180,1.16,4.87,6239.00,7.0000
"HD 213240 b",5.58000,,,0.420000,,214.0000,882.70001000,7.60000000,-7.60000000,1.890000,,1.140,,,,,,337.7506266,-49.4341037,5.4820000,5.7080000,5.3540000,6.8100000,4.27,1.57,0.150,1.51,-0.45,5979.00,3.9700
"HD 213885 b",0.02778,2.12800000000e+03,0.6750,0.000000,80.090,,1.00803500,0.00002100,-0.00002000,0.020120,,0.156,0.020000,1.5454660,2458379.970430,0.001200,-0.001200,338.9837166,-59.8648290,6.5010000,6.8060000,6.4190000,7.9500000,4.38,1.07,-0.040,1.10,36.22,5978.00,3.0000
"HD 215497 b",0.02000,,,0.160000,,96.0000,3.93404000,0.00066000,-0.00066000,0.050000,,0.214,,,,,,341.6527140,-56.5997984,6.9170000,7.3390000,6.7840000,8.9600000,4.40,0.67,0.200,0.85,49.31,5110.00,1.6700
"HD 216437 b",2.22300,,,0.317000,,65.0920,1334.28000000,13.07000000,-13.36000000,2.497000,,1.190,,,,,,343.6639631,-70.0733957,4.9230000,5.0440000,4.5180000,6.0400000,4.19,1.17,0.200,1.39,-2.05,5909.00,2.5000
"HAT-P-32 b",0.68000,1.83570000000e+03,0.0830,0.159000,88.980,50.0000,2.15000820,0.00000013,-0.00000013,0.033970,85.00,1.980,2.216000,3.1204800,2455867.402743,0.000049,-0.000049,31.0427614,46.6878512,10.0240000,10.2510000,9.9900000,11.4390000,4.22,1.13,-0.160,1.37,-23.21,6001.00,20.7000
"HAT-P-35 b",1.05600,1.58100000000e+03,0.3570,0.020000,87.300,248.0000,3.64670600,0.00002100,-0.00002100,0.049780,,1.332,0.910000,3.9360000,2455578.661580,0.000500,-0.000500,123.2507030,4.7870288,11.0720000,11.3580000,11.0300000,12.3890000,4.21,1.24,0.110,1.44,40.95,6096.00,0.5000
"HD 219666 b",0.05223,1.07300000000e+03,0.8380,0.000000,86.380,,6.03607000,0.00064000,-0.00063000,0.063560,,0.420,0.168000,2.1580000,2458329.199600,0.001200,-0.001200,349.5592665,-56.9039857,8.2540000,8.5570000,8.1580000,9.8090000,4.40,0.92,0.040,1.03,-20.10,5527.00,2.2000
"DMPP-3 A b",0.00812,8.54000000000e+02,,0.140000,,80.5700,6.67320000,0.00110000,-0.00030000,0.066200,,0.126,,,,,,91.6243820,-72.5126648,,,7.0610000,9.0660000,4.30,0.87,0.180,0.91,34.08,5138.00,1.9700
"HATS-45 b",0.70000,1.51800000000e+03,0.6890,0.240000,85.610,,4.18762440,0.00000560,-0.00000560,0.055110,,1.286,,3.0456000,2456731.195330,0.000730,-0.000730,101.9942455,-21.9107112,12.1550000,12.3640000,12.1370000,13.3250000,4.30,1.27,0.020,1.31,19.42,6450.00,9.9000
"HATS-48 A b",0.24300,9.54600000000e+02,0.0830,0.162000,89.580,,3.13166660,0.00000370,-0.00000370,0.037690,,0.800,1.343709,2.3457600,2457100.550220,0.000450,-0.000450,288.6720048,-59.5793505,11.5910000,12.1600000,11.4270000,14.2260000,4.59,0.73,0.186,0.72,-22.46,4546.00,0.7300
"HD 106252 b",6.93000,,,0.480000,,292.8000,1531.00000000,4.70000000,-4.70000000,2.610000,,1.130,,,,,,183.3730583,10.0404302,6.0160000,6.3020000,5.9290000,7.4100000,4.36,1.01,-0.060,1.10,15.40,5874.00,1.9000
"HD 110113 b",0.01432,1.37100000000e+03,0.3100,0.093000,,,2.54100000,0.00050000,-0.00100000,0.035000,,0.183,0.039675,2.3760000,2458570.101000,0.004000,-0.005000,190.0365636,-44.3120777,8.5940000,8.9030000,8.5020000,10.0900000,4.46,1.00,0.140,0.97,17.13,5732.00,1.7400
"HD 27894 c",0.16200,,,0.015000,,44.2000,36.07000000,0.26000000,-0.09000000,0.198000,,0.735,,,,,,65.1975693,-59.4096776,7.1740000,7.6390000,7.0710000,9.3600000,4.49,0.80,0.300,0.89,82.90,4894.00,0.8700
"HD 28254 b",1.16000,,,0.810000,,301.0000,1116.00000000,26.00000000,-26.00000000,2.150000,,1.220,,,,,,66.2108141,-50.6228081,6.1330000,6.3950000,6.0060000,7.6900000,4.12,1.06,0.060,1.48,-9.31,5664.00,2.5000
"HD 13808 b",0.03524,,,0.071000,,,14.18150000,0.00150000,-0.00150000,0.105190,,0.299,,,,,,33.1780708,-53.7437591,6.3830000,6.7760000,6.2500000,8.3600000,4.58,0.77,-0.210,0.78,40.90,5035.00,2.0000
"HD 4208 b",0.81000,,,0.042000,,217.6340,832.97000000,2.15000000,-1.89000000,1.662000,,1.240,,,2452114.000000,10.000000,-9.800000,11.1125532,-26.5150392,6.2430000,6.5700000,6.1630000,7.7830000,4.50,0.88,-0.280,0.85,56.76,5717.00,0.0000
"HD 68988 b",1.97000,,,0.120000,,40.4000,6.27711000,0.00021000,-0.00021000,0.070000,,1.200,,,2451549.717000,0.005000,-0.006000,124.5935429,61.4608518,6.8120000,7.0600000,6.7430000,8.2000000,4.40,1.28,0.350,1.19,-69.50,5932.00,2.8400
"GPX-1 b",19.70000,2.30000000000e+03,0.8200,0.000000,79.900,,1.74457900,0.00000800,-0.00000800,0.033800,,1.470,0.900000,2.0900000,2458770.238230,0.000400,-0.000400,38.3691648,56.0257080,11.2210000,11.3570000,11.1810000,12.3160000,4.27,1.68,0.350,1.56,-3.70,7000.00,40.0000
"HD 69830 b",0.03210,,,0.100000,,340.0000,8.66700000,0.00300000,-0.00300000,0.078500,,0.283,,,2456585.350000,0.160000,-0.150000,124.6010091,-12.6364246,4.3640000,4.9530000,4.1650000,5.9600400,4.49,0.86,-0.050,0.89,29.80,5385.00,1.1000
"HD 180053 b",2.19400,,,0.081000,,76.0000,213.72000000,0.47000000,-0.47000000,0.843000,,1.190,,,,,,288.4008374,34.9146658,5.9640000,6.3280000,5.8400000,7.9300000,3.54,1.75,0.250,4.06,-5.72,5131.00,
"HD 18015 b",3.18000,,,0.148000,,265.0000,2278.00000000,71.00000000,-71.00000000,3.870000,,1.170,,,,,,43.3636339,-8.8480392,6.3360000,6.6280000,6.2040000,7.8900000,3.64,1.49,-0.081,3.13,18.60,5603.00,4.0000
"HD 181234 b",8.37000,,,0.730000,,93.3000,7462.05750000,80.35500000,-76.70250000,7.520000,,1.120,,,2457580.000000,310.000000,-270.000000,289.9998695,-9.3249700,6.8710000,7.1520000,6.6890000,8.5900000,4.25,1.01,0.320,1.05,-46.42,5386.00,2.1050
"Kepler-6 b",0.66800,1.46000000000e+03,0.1410,0.000000,88.930,,3.23469960,0.00000040,-0.00000040,0.048520,,1.304,1.081410,3.5938500,2454954.486528,0.000009,-0.000012,296.8372475,48.2399695,11.7060000,12.0010000,11.6340000,13.2860000,4.24,1.21,0.340,1.39,-49.14,5647.00,3.0000
"Kepler-491 b",0.18600,1.11100000000e+03,0.0150,0.000000,89.660,,4.22538451,0.00000027,-0.00000027,0.051600,,0.796,0.756300,2.8182900,2454970.560674,0.000053,-0.000053,287.1305782,42.3501533,12.4260000,12.7460000,12.3540000,14.1780000,4.42,1.04,0.370,1.03,,5582.00,
"HD 181342 b",2.54000,,,0.022000,,290.0000,564.10000000,4.10000000,-4.10000000,1.592000,,1.180,,,,,,290.2674078,-23.6196996,5.3700000,5.8530000,5.2510000,7.5500000,3.28,1.69,0.260,4.71,-0.70,4945.00,1.9000
"HD 181433 b",0.02000,,,0.400000,,210.4000,9.37430000,0.00190000,-0.00190000,0.080000,,0.214,,,,,,291.2873731,-66.4677838,6.2430000,6.6640000,6.0940000,8.4000000,4.45,0.63,0.380,0.79,40.21,4918.00,1.5000
"HD 183263 b",3.95000,,,0.360000,,52.6000,626.51599000,1.10000000,-1.10000000,1.490000,,1.160,,,2456925.200000,1.600000,-1.500000,292.1022982,8.3579183,6.5280000,6.7820000,6.4220000,7.8600000,4.37,1.31,0.290,1.23,-50.34,5948.00,1.6000
"HD 187123 c",1.99000,,,0.252000,,243.0000,3810.00000000,420.00000000,-420.00000000,4.890000,,1.190,,,2458871.000000,25.000000,-26.000000,296.7428786,34.4189900,6.3950000,6.6350000,6.3370000,7.8300000,4.33,1.04,0.090,1.15,-16.99,5790.00,2.1000
"HD 72892 b",5.45000,,,0.423000,,344.3500,39.47500000,0.00400000,-0.00400000,0.228000,,1.140,,,,,,128.7195554,-14.4574311,7.3230000,7.6060000,7.2160000,8.8300000,4.27,1.02,0.250,1.22,-38.64,5688.00,2.7000
"HD 202772 A b",1.01700,2.13200000000e+03,0.4030,0.038000,84.510,98.0000,3.30895800,0.00008300,-0.00008300,0.052080,,1.545,0.375500,5.6304000,2458338.610470,0.000240,-0.000240,319.6995877,-26.6163743,7.0480000,7.2320000,6.9590000,8.3240000,3.85,1.72,0.300,2.59,-17.71,6272.00,
"HD 203030 b",11.00000,1.04000000000e+03,,,,,,,,487.100000,,1.290,,,,,,319.7432238,26.2305846,6.7370000,7.0680000,6.6530000,8.4500000,4.64,0.94,0.300,0.86,-17.00,5603.00,5.6200
"HD 205739 b",1.37000,,,0.270000,,301.0000,279.80000000,0.10000000,-0.10000000,0.896000,,1.210,,,,,,324.5351273,-31.7378373,7.3500000,7.5850000,7.2990000,8.5600000,4.29,1.22,0.190,1.33,9.10,6176.00,4.4800
"HD 20794 c",0.00760,5.08000000000e+02,,0.000000,90.000,0.0000,40.11400000,0.05300000,-0.05300000,0.203600,,0.121,,,,,,49.9997666,-43.0666533,2.7090000,3.0320000,2.6360000,4.2600000,4.22,0.70,-0.400,0.92,87.95,5401.00,3.0000
"HD 20868 b",1.25000,,,0.750000,,356.2000,380.85001000,0.09000000,-0.09000000,0.950000,,1.220,,,,,,50.1794053,-33.7296900,7.6410000,8.1380000,7.5430000,9.9200000,4.26,0.39,0.050,0.76,46.12,4802.00,1.1000
"HD 211810 b",0.67000,,,0.680000,,98.0000,1558.00000000,22.00000000,-22.00000000,2.656000,,1.250,,,,,,334.5286724,61.1349912,7.0200000,7.3390000,6.9690000,8.5900000,4.26,1.03,0.170,1.13,-36.58,5652.00,
"Kepler-32 c",0.50000,4.51000000000e+02,0.0170,0.000000,89.970,,8.75220000,0.00030000,-0.00030000,0.090000,,0.178,0.145300,2.3280000,2454977.378000,0.013000,-0.013000,297.8423073,46.5743595,12.9010000,13.6160000,12.7570000,16.3600000,4.64,0.58,0.000,0.53,-32.50,3900.00,
"Kepler-165 c",0.01760,5.81000000000e+02,0.0600,0.000000,88.890,,15.31299000,0.00005700,-0.00005700,0.110000,,0.199,0.086490,3.0280000,2455004.791960,0.001920,-0.001920,280.6909200,47.8096702,12.9260000,13.4300000,12.8430000,15.0500000,4.54,0.79,0.120,0.77,-23.59,5211.00,0.2000
"Kepler-197 d",0.00624,8.10000000000e+02,0.6600,0.030000,84.550,,15.67756300,0.00009600,-0.00009600,0.119000,,0.109,0.010440,5.3260000,2455012.468860,0.003280,-0.003280,295.2264739,50.5592348,10.5770000,10.8140000,10.5350000,11.7750000,4.30,0.86,-0.441,1.12,1.23,6004.00,
"HD 45364 c",0.65790,,,0.097400,,7.4100,342.85000000,0.28000000,-0.28000000,0.897200,,1.250,,,,,,96.4105736,-31.4810037,6.3800000,6.7480000,6.3160000,8.0800000,4.38,0.82,-0.170,0.89,16.31,5434.00,1.0000
"HD 4732 c",2.37000,,,0.230000,,118.0000,2732.00000000,81.00000000,-81.00000000,4.600000,,1.190,,,,,,12.3085089,-24.1369079,3.7170000,4.3380000,3.6910000,5.9000000,3.16,1.74,0.010,5.40,25.00,4959.00,1.4500
"HD 21411 b",0.20734,,,0.400000,,332.4200,84.28800000,0.12700000,-0.12700000,0.362000,,0.850,,,,,,51.5474155,-30.6168403,6.2380000,6.5730000,6.1310000,7.8800000,4.51,0.89,-0.265,0.83,17.82,5605.00,2.0000
"HD 73526 b",3.08000,,,0.190000,,196.0000,188.30000000,0.90000000,-0.90000000,0.650000,,1.170,,,,,,129.3183310,-41.3184231,7.4700000,7.7080000,7.3020000,8.9900000,4.12,1.14,0.220,1.53,26.38,5601.00,1.6900
"HD 73534 b",1.11200,,,0.126000,,168.0000,1750.00000000,24.00000000,-24.00000000,2.990000,,1.230,,,,,,129.8153421,12.9599703,6.0720000,6.5240000,5.9620000,8.2300000,3.60,1.16,0.232,2.58,10.08,4917.00,1.0000
"HD 81040 b",7.27000,,,0.530000,,81.3000,1001.70001000,7.00000000,-7.00000000,1.940000,,1.130,,,,,,140.9455027,20.3646078,6.2680000,6.5050000,6.1590000,7.7200000,4.54,1.05,-0.030,0.91,49.25,5755.00,2.0000
"HD 64114 b",0.05600,,,0.120000,,215.3000,45.79100000,0.07000000,-0.07000000,0.246000,,0.393,,,,,,117.9825560,-11.0337221,6.1250000,6.4780000,6.0460000,7.7100000,4.52,0.95,,0.88,52.79,5676.00,2.0000
"HD 219134 f",0.02297,5.22600000000e+02,,0.148000,,81.0000,22.71700000,0.01500000,-0.01500000,0.146300,,0.117,,,2455233.170000,0.700000,-0.740000,348.3372026,57.1696255,3.4690000,3.9810000,3.2610000,5.5691100,4.57,0.81,0.110,0.78,-18.42,4699.00,0.4000
"HD 220842 b",3.18000,,,0.404000,,-134.9000,218.47000000,0.19000000,-0.19000000,0.740000,,1.170,,,,,,351.6534162,56.8871415,6.6270000,6.8470000,6.5550000,7.9800000,4.24,1.13,-0.170,1.42,-22.57,5960.00,3.4000
"HD 221416 b",0.19000,1.01200000000e+03,0.7280,0.115000,85.750,-106.0000,14.27670000,0.00370000,-0.00370000,0.122800,,0.836,0.083200,8.4880000,2458357.014900,0.002500,-0.002600,353.0331863,-21.8012007,6.1490000,6.5680000,6.0430000,8.1500000,3.58,1.21,-0.080,2.94,25.29,5080.00,2.8000
"HD 221585 b",1.61000,,,0.123000,,-6.8000,1173.00000000,16.00000000,-16.00000000,2.306000,,1.210,,,,,,353.2293802,63.1556146,5.8410000,6.1570000,5.7810000,7.4570000,4.05,1.19,0.290,1.85,6.43,5620.00,3.7000
"HD 23596 b",9.03000,,,0.270000,,272.6000,1561.00000000,12.00000000,-12.00000000,2.770000,,1.120,,,,,,57.0018601,40.5307308,5.9620000,6.1730000,5.8740000,7.2612200,4.23,1.47,0.280,1.53,-10.03,6040.00,4.2000
"HD 238914 b",6.00000,,,0.560000,,318.0000,4100.00000000,210.00000000,-210.00000000,5.700000,,1.140,,,,,,279.5842102,59.2538819,6.4300000,6.9410000,6.3250000,8.7700010,2.37,1.47,-0.250,12.73,-6.72,4769.00,2.5000
"HD 76920 b",3.93000,,,0.856000,,352.9000,415.40000000,0.20000000,-0.20000000,1.149000,,1.160,,,,,,133.8203530,-67.2653621,5.4090000,5.9460000,5.2530000,7.8300000,2.94,1.17,-0.110,7.47,20.09,4698.00,
"HD 20781 b",0.00610,,,0.100000,,84.0400,5.31350000,0.00100000,-0.00100000,0.052900,,0.108,,,,,,50.0139757,-28.7841175,6.6420000,7.0450000,6.5530000,8.4800000,4.37,0.70,-0.110,0.83,40.31,5256.00,1.1000
"HD 67087 c",4.85000,,,0.760000,,256.0000,2374.00000000,193.00000000,-156.00000000,3.860000,,1.150,,,,,,121.9155672,31.5511553,6.9050000,7.0980000,6.8660000,8.0500000,4.19,1.36,0.250,1.55,0.62,6330.00,9.7000
"HD 65216 c",2.03000,,,0.170000,,123.0000,5370.00000000,20.00000000,-20.00000000,5.750000,,1.190,,,,,,118.4209646,-63.6466892,6.4200000,6.7630000,6.3290000,7.9700000,4.44,0.87,-0.168,0.89,42.67,5612.00,2.0000
"HD 290327 b",2.43000,,,0.080000,,268.0000,2443.00000000,160.00000000,-160.00000000,3.430000,,1.180,,,,,,80.8399887,-2.2780391,7.4040000,7.6830000,7.2710000,8.9900000,4.41,0.84,-0.140,0.95,29.56,5505.00,1.4400
"HD 30562 b",1.22000,,,0.760000,,78.4000,1157.00000000,27.00000000,-27.00000000,2.340000,,1.220,,,,,,72.1529519,-5.6751152,4.5740000,4.9840000,4.3100000,5.7746600,4.07,1.12,0.200,1.61,77.24,5882.00,4.9000
"HD 4313 b",1.92700,,,0.147000,,102.0000,356.21000000,0.88000000,-0.88000000,1.157000,,1.200,,,,,,11.4181301,7.8450492,5.7740000,6.1590000,5.5950000,7.8300000,3.24,1.63,0.140,5.14,14.67,4943.00,1.9100
"HD 330075 b",0.48000,9.90000000000e+02,,0.000000,,0.0000,3.38773000,0.00008000,-0.00008000,0.040000,,1.270,,,,,,237.4054997,-49.9639199,7.2530000,7.7250000,7.1710000,9.3600000,4.26,0.47,0.050,0.84,61.28,5000.00,0.7000
